,Time,Cooling efficiency,Cooling power,Motor power W,Volume flow l/min 1,Volume flow l/min 2,Pressure bar 1,Pressure bar 2,Pressure bar 3,Pressure bar 4,Pressure bar 5,Pressure bar 6,Efficiency factor,Temperature 1,Temperature  2,Temperature  3,Temperature  4, Vibration mm/s,Date
75600,75600,28.005,1.774,2342.0,8.564,9.737,148.79,123.13,2.086,0.0,9.165,9.08,66.762,44.113,49.207,46.324,39.484,0.618,2018-06-17 12:00:00
75660,75660,27.47,1.749,2343.6,8.382,9.731,148.69,123.26,2.172,0.0,9.177,9.086,66.805,44.102,49.18,46.242,39.656,0.602,2018-06-17 13:00:00
75720,75720,27.274,1.723,2343.8,8.428,9.711,148.88,123.31,2.031,0.0,9.215,9.127,66.34,44.184,49.195,46.262,39.664,0.608,2018-06-17 14:00:00
75780,75780,28.032,1.783,2345.6,8.127,9.731,148.85,123.45,1.953,0.0,9.189,9.094,66.341,44.195,49.187,46.316,39.5,0.602,2018-06-17 15:00:00
75840,75840,27.686,1.765,2344.6,8.006,9.7,148.94,123.35,2.156,0.0,9.193,9.122,66.813,44.195,49.187,46.254,39.582,0.589,2018-06-17 16:00:00
75900,75900,27.691,1.762,2341.8,8.04,9.717,148.82,123.18,2.117,0.0,9.161,9.075,66.874,44.105,49.176,46.242,39.492,0.612,2018-06-17 17:00:00
75960,75960,27.422,1.739,2342.0,8.204,9.701,148.88,123.1,2.109,0.0,9.226,9.134,66.53,44.102,49.113,46.25,39.586,0.573,2018-06-17 18:00:00
76020,76020,27.481,1.745,2345.8,8.391,9.736,148.75,123.29,2.008,0.0,9.174,9.09,66.862,44.105,49.133,46.266,39.582,0.612,2018-06-17 19:00:00
76080,76080,27.492,1.743,2345.4,8.049,9.712,148.93,123.26,2.102,0.0,9.169,9.08,66.45,44.113,49.121,46.25,39.566,0.607,2018-06-17 20:00:00
76140,76140,27.53,1.747,2347.6,8.43,9.717,148.75,123.18,2.109,0.0,9.214,9.132,66.782,44.113,49.043,46.254,39.578,0.615,2018-06-17 21:00:00
76200,76200,27.126,1.725,2344.0,8.277,9.72,148.88,123.34,1.992,0.0,9.184,9.085,66.386,44.105,49.133,46.254,39.648,0.615,2018-06-17 22:00:00
76260,76260,27.39,1.745,2345.8,8.158,9.733,148.85,123.42,2.187,0.0,9.221,9.123,66.684,44.102,49.105,46.254,39.578,0.592,2018-06-17 23:00:00
76320,76320,27.194,1.735,2345.6,8.133,9.749,148.82,123.42,2.117,0.0,9.208,9.12,66.281,44.191,49.168,46.25,39.672,0.606,2018-06-18 00:00:00
76380,76380,27.123,1.73,2349.4,8.308,9.75,148.66,123.12,2.078,0.0,9.168,9.082,66.589,44.191,49.176,46.254,39.586,0.619,2018-06-18 01:00:00
76440,76440,27.57,1.748,2344.0,8.278,9.755,148.87,123.4,2.0,0.0,9.207,9.115,66.457,44.195,49.195,46.25,39.578,0.616,2018-06-18 02:00:00
76500,76500,27.139,1.728,2345.8,8.43,9.734,148.87,123.24,2.0,0.0,9.208,9.118,66.524,44.105,49.168,46.332,39.656,0.609,2018-06-18 03:00:00
76560,76560,27.516,1.752,2345.6,8.331,9.742,148.64,123.23,2.023,0.0,9.161,9.069,66.383,44.113,49.207,46.25,39.586,0.621,2018-06-18 04:00:00
76620,76620,27.672,1.763,2344.0,8.243,9.73,148.91,123.35,2.109,0.0,9.221,9.125,66.832,44.191,49.191,46.238,39.578,0.609,2018-06-18 05:00:00
76680,76680,27.239,1.724,2345.6,8.088,9.76,148.71,123.24,2.078,0.0,9.16,9.068,66.71,44.117,49.16,46.289,39.684,0.604,2018-06-18 06:00:00
76740,76740,27.164,1.724,2343.8,8.036,9.738,148.69,123.3,1.992,0.0,9.165,9.078,66.594,44.184,49.191,46.238,39.676,0.601,2018-06-18 07:00:00
76800,76800,27.17,1.726,2343.8,8.338,9.712,148.8,123.27,2.109,0.0,9.214,9.128,66.221,44.195,49.187,46.25,39.672,0.622,2018-06-18 08:00:00
76860,76860,27.592,1.758,2339.8,8.206,9.748,148.95,123.34,2.086,0.0,9.17,9.093,66.357,44.125,49.168,46.32,39.586,0.6,2018-06-18 09:00:00
76920,76920,27.433,1.74,2342.0,8.321,9.733,148.81,123.35,1.977,0.0,9.193,9.106,66.674,44.125,49.168,46.324,39.676,0.598,2018-06-18 10:00:00
76980,76980,27.217,1.721,2343.6,8.612,9.72,148.87,123.29,1.992,0.052,9.217,9.127,66.409,44.117,49.18,46.25,39.684,0.619,2018-06-18 11:00:00
77040,77040,27.074,1.724,2343.6,8.355,9.766,148.82,123.38,1.953,0.0,9.158,9.076,66.491,44.113,49.195,46.305,39.703,0.612,2018-06-18 12:00:00
77100,77100,27.202,1.732,2343.8,8.066,9.728,148.66,123.09,2.164,0.0,9.23,9.14,66.733,44.199,49.168,46.242,39.684,0.6,2018-06-18 13:00:00
77160,77160,27.239,1.732,2347.6,8.308,9.755,148.79,123.11,1.977,0.0,9.184,9.09,66.673,44.113,49.195,46.242,39.676,0.604,2018-06-18 14:00:00
77220,77220,27.193,1.721,2345.4,8.343,9.739,148.8,123.4,2.031,0.0,9.182,9.092,66.281,44.207,49.148,46.227,39.75,0.599,2018-06-18 15:00:00
77280,77280,27.099,1.722,2343.6,8.045,9.744,148.85,123.27,2.0,0.0,9.168,9.077,66.632,44.184,49.195,46.266,39.758,0.6,2018-06-18 16:00:00
77340,77340,27.35,1.737,2343.2,8.158,9.731,148.88,123.38,2.055,0.0,9.182,9.098,66.328,44.191,49.195,46.297,39.687,0.612,2018-06-18 17:00:00
77400,77400,26.948,1.713,2344.0,8.011,9.722,148.79,123.27,2.078,0.0,9.172,9.083,66.372,44.23,49.219,46.32,39.742,0.612,2018-06-18 18:00:00
77460,77460,26.969,1.723,2334.6,8.758,9.723,149.18,123.53,2.187,0.0,9.161,9.071,68.868,44.211,49.258,46.305,39.738,0.602,2018-06-18 19:00:00
77520,77520,27.182,1.738,2337.8,8.424,9.738,149.23,123.45,2.008,0.0,9.158,9.066,68.964,44.211,49.297,46.387,39.75,0.596,2018-06-18 20:00:00
77580,77580,27.1,1.72,2337.6,8.592,9.724,149.07,123.4,2.047,0.0,9.208,9.129,69.056,44.285,49.285,46.402,39.805,0.598,2018-06-18 21:00:00
77640,77640,27.248,1.737,2335.4,8.603,9.719,149.18,123.58,1.953,0.0,9.154,9.073,69.109,44.273,49.289,46.469,39.828,0.592,2018-06-18 22:00:00
77700,77700,27.223,1.749,2333.6,8.574,9.74,149.22,123.47,2.062,0.0,9.151,9.054,69.096,44.371,49.371,46.473,39.82,0.576,2018-06-18 23:00:00
77760,77760,27.206,1.743,2330.0,8.353,9.719,149.11,123.37,1.945,0.0,9.172,9.082,69.076,44.363,49.379,46.48,39.82,0.601,2018-06-19 00:00:00
77820,77820,27.183,1.747,2330.0,8.44,9.729,149.2,123.42,2.055,0.0,9.181,9.082,68.952,44.355,49.395,46.469,39.82,0.618,2018-06-19 01:00:00
77880,77880,27.241,1.749,2330.0,8.319,9.74,149.16,123.35,2.023,0.0,9.135,9.05,69.004,44.363,49.379,46.484,39.805,0.612,2018-06-19 02:00:00
77940,77940,27.209,1.746,2330.0,8.643,9.728,149.15,123.45,2.008,0.0,9.186,9.099,68.963,44.457,49.426,46.484,39.809,0.609,2018-06-19 03:00:00
78000,78000,27.206,1.744,2333.6,8.468,9.731,149.2,123.45,2.172,0.0,9.153,9.068,68.916,44.437,49.461,46.469,39.82,0.607,2018-06-19 04:00:00
78060,78060,27.17,1.743,2338.0,8.661,9.701,149.07,123.63,2.062,0.0,9.189,9.106,68.955,44.445,49.465,46.496,39.832,0.601,2018-06-19 05:00:00
78120,78120,27.186,1.746,2333.6,8.771,9.724,149.15,123.49,2.117,0.0,9.146,9.051,69.096,44.449,49.473,46.496,39.828,0.613,2018-06-19 06:00:00
78180,78180,27.573,1.764,2331.4,8.679,9.726,149.28,123.53,2.141,0.0,9.181,9.103,69.058,44.445,49.453,46.48,39.832,0.605,2018-06-19 07:00:00
78240,78240,27.524,1.777,2331.8,8.483,9.744,149.22,123.6,2.031,0.0,9.148,9.058,68.99,44.445,49.477,46.562,39.828,0.594,2018-06-19 08:00:00
78300,78300,27.257,1.745,2329.8,8.221,9.724,149.13,123.6,2.062,0.0,9.189,9.103,69.112,44.434,49.453,46.535,39.832,0.609,2018-06-19 09:00:00
78360,78360,27.413,1.767,2329.8,8.338,9.734,149.19,123.45,2.164,0.0,9.181,9.09,69.191,44.445,49.449,46.566,39.832,0.616,2018-06-19 10:00:00
78420,78420,27.5,1.767,2329.6,8.428,9.709,149.19,123.48,2.078,0.0,9.168,9.09,69.143,44.449,49.477,46.566,39.82,0.623,2018-06-19 11:00:00
78480,78480,27.43,1.766,2326.0,8.753,9.739,149.15,123.34,2.102,0.0,9.142,9.059,69.202,44.457,49.473,46.578,39.82,0.595,2018-06-19 12:00:00
78540,78540,27.497,1.771,2326.6,8.292,9.744,149.29,123.51,2.031,0.0,9.144,9.061,69.356,44.363,49.453,46.574,39.809,0.605,2018-06-19 13:00:00
78600,78600,27.3,1.749,2328.0,8.395,9.722,149.18,123.41,2.117,0.0,9.189,9.108,69.389,44.449,49.445,46.527,39.805,0.616,2018-06-19 14:00:00
78660,78660,27.188,1.757,2324.6,8.46,9.701,149.19,123.67,2.047,0.0,9.167,9.085,69.289,44.371,49.473,46.5,39.816,0.612,2018-06-19 15:00:00
78720,78720,27.206,1.742,2327.8,8.682,9.735,149.17,123.52,2.141,0.0,9.157,9.076,69.247,44.355,49.461,46.48,39.828,0.606,2018-06-19 16:00:00
78780,78780,27.151,1.751,2331.6,8.387,9.722,149.2,123.71,2.109,0.0,9.117,9.044,69.205,44.449,49.434,46.48,39.828,0.595,2018-06-19 17:00:00
78840,78840,27.318,1.739,2333.4,8.558,9.727,149.03,123.47,2.109,0.0,9.177,9.095,69.18,44.445,49.473,46.473,39.828,0.595,2018-06-19 18:00:00
78900,78900,27.318,1.746,2333.6,8.384,9.728,149.19,123.63,2.141,0.0,9.144,9.063,69.109,44.434,49.465,46.484,39.832,0.599,2018-06-19 19:00:00
78960,78960,27.16,1.725,2332.4,8.495,9.74,149.26,123.58,2.047,0.0,9.132,9.051,69.024,44.434,49.48,46.492,39.898,0.613,2018-06-19 20:00:00
79020,79020,27.156,1.733,2331.8,8.271,9.72,149.19,123.53,2.062,0.0,9.173,9.092,68.961,44.445,49.492,46.492,39.922,0.583,2018-06-19 21:00:00
79080,79080,27.143,1.736,2333.6,8.453,9.706,148.98,123.5,2.047,0.0,9.148,9.071,69.112,44.437,49.449,46.473,39.898,0.582,2018-06-19 22:00:00
79140,79140,27.573,1.77,2332.0,8.722,9.724,149.16,123.63,2.062,0.0,9.144,9.052,69.03,44.465,49.516,46.566,39.82,0.587,2018-06-19 23:00:00
79200,79200,27.583,1.768,2328.0,8.644,9.708,149.04,123.48,2.055,0.0,9.179,9.09,69.225,44.445,49.492,46.574,39.902,0.599,2018-06-20 00:00:00
79260,79260,27.225,1.759,2333.8,8.686,9.727,149.13,123.63,2.078,0.0,9.124,9.034,69.118,44.445,49.492,46.586,39.895,0.594,2018-06-20 01:00:00
79320,79320,27.349,1.775,2331.8,8.244,9.704,149.04,123.57,2.172,0.0,9.165,9.083,69.281,44.437,49.504,46.578,39.883,0.596,2018-06-20 02:00:00
79380,79380,27.39,1.766,2333.6,8.444,9.733,149.25,123.42,2.055,0.0,9.154,9.073,68.931,44.449,49.508,46.566,39.828,0.592,2018-06-20 03:00:00
79440,79440,27.349,1.768,2330.0,8.479,9.722,149.11,123.68,2.141,0.0,9.144,9.064,69.172,44.445,49.508,46.574,39.828,0.592,2018-06-20 04:00:00
79500,79500,27.118,1.749,2331.8,8.223,9.724,149.13,123.34,2.062,0.0,9.165,9.093,69.148,44.445,49.426,46.578,39.914,0.592,2018-06-20 05:00:00
79560,79560,27.194,1.74,2327.4,8.694,9.7,149.22,123.51,2.219,0.0,9.148,9.058,69.277,44.437,49.492,46.566,39.914,0.632,2018-06-20 06:00:00
79620,79620,27.143,1.746,2326.4,8.459,9.724,149.16,123.48,2.219,0.0,9.124,9.035,69.509,44.43,49.543,46.566,39.898,0.611,2018-06-20 07:00:00
79680,79680,27.463,1.768,2326.6,8.615,9.715,149.14,123.35,2.008,0.0,9.119,9.034,69.276,44.445,49.508,46.672,39.832,0.612,2018-06-20 08:00:00
79740,79740,27.624,1.772,2328.8,8.276,9.729,149.26,123.44,2.031,0.0,9.125,9.046,69.087,44.449,49.535,46.574,39.832,0.592,2018-06-20 09:00:00
79800,79800,27.185,1.747,2329.0,8.86,9.716,149.12,123.55,2.117,0.0,9.186,9.1,69.164,44.449,49.508,46.574,39.898,0.583,2018-06-20 10:00:00
79860,79860,27.372,1.77,2333.4,8.396,9.753,149.09,123.61,2.141,0.0,9.127,9.045,68.937,44.449,49.535,46.656,39.887,0.596,2018-06-20 11:00:00
79920,79920,27.566,1.771,2337.8,8.419,9.727,149.16,123.27,2.227,0.0,9.165,9.078,68.822,44.434,49.48,46.547,39.809,0.599,2018-06-20 12:00:00
79980,79980,27.561,1.772,2335.6,8.426,9.7,149.18,123.35,2.156,0.0,9.194,9.105,68.869,44.437,49.453,46.562,39.828,0.588,2018-06-20 13:00:00
80040,80040,27.431,1.761,2333.8,8.696,9.729,149.04,123.43,2.109,0.0,9.194,9.107,69.002,44.437,49.445,46.559,39.828,0.595,2018-06-20 14:00:00
80100,80100,27.128,1.739,2333.6,8.348,9.702,149.09,123.51,2.062,0.0,9.125,9.047,69.113,44.437,49.449,46.473,39.828,0.593,2018-06-20 15:00:00
80160,80160,27.29,1.763,2327.6,8.476,9.72,149.15,123.53,2.023,1.41,9.16,9.07,69.194,44.437,49.5,46.551,39.844,0.62,2018-06-20 16:00:00
80220,80220,27.17,1.747,2325.6,8.458,9.708,149.04,123.32,2.133,1.815,9.148,9.056,69.188,44.445,49.461,46.492,39.828,0.599,2018-06-20 17:00:00
80280,80280,27.082,1.749,2327.4,8.387,9.738,149.12,123.5,2.102,0.0,9.117,9.04,69.377,44.352,49.465,46.492,39.82,0.586,2018-06-20 18:00:00
80340,80340,27.177,1.747,2329.6,8.688,9.733,149.09,123.61,2.047,0.0,9.13,9.052,69.292,44.43,49.465,46.48,39.832,0.593,2018-06-20 19:00:00
80400,80400,27.186,1.74,2329.8,8.638,9.724,149.12,123.47,2.047,0.0,9.182,9.112,69.167,44.363,49.453,46.48,39.82,0.591,2018-06-20 20:00:00
80460,80460,27.234,1.747,2333.4,8.336,9.744,149.23,123.57,2.219,0.0,9.13,9.039,68.859,44.449,49.473,46.48,39.816,0.596,2018-06-20 21:00:00
80520,80520,27.56,1.766,2359.8,8.014,9.743,148.59,123.23,2.102,0.0,9.181,9.093,65.106,44.363,49.371,46.48,39.738,0.588,2018-06-20 22:00:00
80580,80580,27.405,1.746,2354.6,8.293,9.742,148.58,122.95,2.031,0.0,9.198,9.117,64.936,44.207,49.297,46.398,39.738,0.605,2018-06-20 23:00:00
80640,80640,27.35,1.746,2355.2,7.899,9.764,148.47,123.06,2.023,0.0,9.159,9.073,65.648,44.195,49.285,46.309,39.672,0.603,2018-06-21 00:00:00
80700,80700,27.308,1.724,2355.4,7.941,9.75,148.56,123.06,2.031,0.0,9.222,9.141,65.394,44.172,49.234,46.242,39.691,0.605,2018-06-21 01:00:00
80760,80760,27.674,1.755,2355.6,8.097,9.784,148.55,123.27,1.992,0.0,9.167,9.076,65.276,44.184,49.164,46.242,39.582,0.626,2018-06-21 02:00:00
80820,80820,27.187,1.72,2352.0,7.896,9.746,148.52,123.29,2.062,0.0,9.213,9.123,65.006,44.105,49.141,46.25,39.687,0.572,2018-06-21 03:00:00
80880,80880,27.233,1.72,2350.4,8.223,9.744,148.52,123.1,2.062,0.0,9.204,9.117,64.808,44.105,49.082,46.254,39.676,0.594,2018-06-21 04:00:00
80940,80940,27.45,1.747,2350.2,8.278,9.752,148.6,123.02,2.031,0.0,9.191,9.101,65.419,44.105,49.082,46.281,39.664,0.605,2018-06-21 05:00:00
81000,81000,27.39,1.74,2352.0,7.833,9.75,148.5,123.06,2.078,0.0,9.17,9.095,64.769,44.105,49.039,46.277,39.672,0.6,2018-06-21 06:00:00
81060,81060,27.251,1.716,2351.6,8.394,9.728,148.56,123.19,2.0,0.0,9.176,9.099,65.62,44.125,49.043,46.227,39.676,0.59,2018-06-21 07:00:00
81120,81120,27.168,1.721,2350.0,8.189,9.735,148.44,122.96,2.078,0.0,9.177,9.102,65.711,44.113,49.027,46.227,39.656,0.596,2018-06-21 08:00:00
81180,81180,27.476,1.729,2350.0,8.093,9.749,148.48,123.23,2.062,0.0,9.177,9.085,65.362,44.117,49.051,46.262,39.672,0.599,2018-06-21 09:00:00
81240,81240,27.365,1.725,2349.8,8.307,9.731,148.5,123.34,1.922,0.0,9.177,9.106,64.997,44.191,49.066,46.266,39.664,0.607,2018-06-21 10:00:00
81300,81300,27.646,1.749,2349.8,7.942,9.708,148.63,122.94,1.945,0.0,9.198,9.123,64.788,44.113,49.055,46.309,39.594,0.605,2018-06-21 11:00:00
81360,81360,27.258,1.735,2349.6,8.343,9.722,148.53,123.1,2.078,0.0,9.205,9.119,65.241,44.105,49.031,46.262,39.672,0.601,2018-06-21 12:00:00
81420,81420,27.303,1.722,2351.4,8.219,9.761,148.63,123.13,1.898,0.0,9.184,9.104,65.035,44.113,49.043,46.242,39.672,0.57,2018-06-21 13:00:00
81480,81480,27.086,1.713,2353.4,8.249,9.743,148.4,123.0,1.891,0.0,9.147,9.052,65.076,44.191,49.055,46.242,39.75,0.62,2018-06-21 14:00:00
81540,81540,27.693,1.752,2349.8,8.457,9.733,148.44,123.12,2.109,0.0,9.191,9.106,65.475,44.199,49.078,46.316,39.582,0.602,2018-06-21 15:00:00
81600,81600,27.222,1.717,2347.6,8.299,9.728,148.56,123.0,2.047,0.0,9.199,9.116,65.052,44.105,49.066,46.332,39.672,0.62,2018-06-21 16:00:00
81660,81660,26.94,1.706,2346.0,8.038,9.761,148.59,123.16,2.023,0.0,9.177,9.097,65.061,44.195,49.078,46.262,39.754,0.619,2018-06-21 17:00:00
81720,81720,27.152,1.709,2352.4,8.079,9.733,148.41,122.88,2.055,0.0,9.182,9.101,65.34,44.211,49.109,46.262,39.742,0.614,2018-06-21 18:00:00
81780,81780,27.477,1.736,2344.0,8.001,9.735,148.47,123.0,1.992,0.0,9.196,9.114,65.542,44.199,49.113,46.309,39.676,0.612,2018-06-21 19:00:00
81840,81840,27.805,1.765,2349.6,7.936,9.731,148.56,123.06,1.953,0.0,9.149,9.069,64.832,44.129,49.105,46.324,39.586,0.594,2018-06-21 20:00:00
81900,81900,27.495,1.764,2349.6,8.358,9.724,148.73,123.13,1.969,0.0,9.183,9.089,65.068,44.199,49.133,46.32,39.578,0.616,2018-06-21 21:00:00
81960,81960,28.016,1.786,2349.4,8.209,9.717,148.56,123.03,2.195,0.0,9.213,9.127,65.099,44.117,49.094,46.262,39.5,0.607,2018-06-21 22:00:00
82020,82020,28.032,1.775,2350.0,8.221,9.709,148.64,123.37,2.023,0.0,9.208,9.122,65.503,44.105,49.055,46.27,39.512,0.607,2018-06-21 23:00:00
82080,82080,27.25,1.731,2351.6,8.198,9.746,148.45,122.98,1.977,0.0,9.225,9.134,64.833,44.039,49.043,46.281,39.672,0.604,2018-06-22 00:00:00
82140,82140,27.973,1.768,2351.4,7.896,9.739,148.5,123.13,2.062,0.0,9.191,9.103,65.042,44.113,49.039,46.266,39.57,0.621,2018-06-22 01:00:00
82200,82200,28.099,1.774,2353.2,8.061,9.708,148.5,122.98,2.195,0.0,9.154,9.078,64.99,44.117,49.055,46.266,39.488,0.613,2018-06-22 02:00:00
82260,82260,27.594,1.749,2346.0,8.001,9.709,148.56,123.02,2.023,0.0,9.21,9.122,64.966,44.047,49.043,46.254,39.586,0.599,2018-06-22 03:00:00
82320,82320,27.403,1.74,2349.2,7.934,9.733,148.47,123.04,2.047,0.0,9.203,9.117,65.352,44.129,49.051,46.242,39.664,0.62,2018-06-22 04:00:00
82380,82380,27.777,1.746,2347.8,7.969,9.733,148.56,123.12,2.055,0.0,9.205,9.12,65.032,44.125,49.027,46.242,39.582,0.605,2018-06-22 05:00:00
82440,82440,27.287,1.727,2346.0,7.928,9.742,148.5,122.95,2.0,0.0,9.171,9.086,65.015,44.117,49.066,46.266,39.738,0.617,2018-06-22 06:00:00
82500,82500,27.608,1.742,2349.8,8.034,9.719,148.51,123.1,2.047,0.0,9.188,9.11,64.846,44.199,49.059,46.324,39.676,0.562,2018-06-22 07:00:00
82560,82560,27.239,1.731,2349.6,8.082,9.733,148.49,122.77,2.055,0.0,9.169,9.085,64.984,44.207,49.121,46.254,39.672,0.6,2018-06-22 08:00:00
82620,82620,27.212,1.722,2348.0,8.187,9.731,148.52,122.88,2.133,0.0,9.16,9.073,64.997,44.102,49.109,46.242,39.75,0.603,2018-06-22 09:00:00
82680,82680,27.725,1.741,2347.4,8.248,9.702,148.63,123.18,2.008,0.0,9.198,9.113,65.532,44.199,49.109,46.266,39.578,0.606,2018-06-22 10:00:00
82740,82740,27.833,1.758,2350.8,8.438,9.742,148.51,122.98,2.008,0.0,9.17,9.083,65.341,44.113,49.137,46.238,39.582,0.616,2018-06-22 11:00:00
82800,82800,27.334,1.715,2351.4,7.972,9.702,148.63,122.93,2.102,0.0,9.175,9.1,64.896,44.207,49.113,46.25,39.687,0.621,2018-06-22 12:00:00
82860,82860,27.15,1.719,2350.6,8.208,9.706,148.52,123.02,1.977,0.0,9.175,9.083,64.975,44.113,49.113,46.27,39.676,0.602,2018-06-22 13:00:00
82920,82920,27.212,1.722,2348.8,7.936,9.711,148.45,123.06,1.992,0.0,9.193,9.12,65.181,44.207,49.121,46.25,39.664,0.616,2018-06-22 14:00:00
82980,82980,27.225,1.725,2337.8,8.218,9.736,148.77,123.4,1.977,1.392,9.165,9.089,66.843,44.191,49.137,46.238,39.676,0.592,2018-06-22 15:00:00
83040,83040,27.443,1.729,2339.4,7.928,9.726,148.83,123.34,2.031,0.0,9.166,9.095,67.017,44.191,49.125,46.262,39.676,0.603,2018-06-22 16:00:00
83100,83100,27.691,1.755,2337.6,8.525,9.726,148.77,123.02,2.078,0.0,9.179,9.1,66.518,44.191,49.109,46.305,39.57,0.61,2018-06-22 17:00:00
83160,83160,27.447,1.733,2337.6,8.116,9.726,148.75,123.31,2.047,0.0,9.172,9.081,66.644,44.195,49.125,46.316,39.664,0.608,2018-06-22 18:00:00
83220,83220,27.487,1.737,2337.4,8.008,9.704,148.88,123.19,1.992,0.0,9.198,9.104,66.529,44.207,49.148,46.32,39.664,0.6,2018-06-22 19:00:00
83280,83280,27.32,1.741,2335.8,7.983,9.711,148.91,123.06,2.109,0.0,9.151,9.065,66.959,44.195,49.137,46.309,39.676,0.593,2018-06-22 20:00:00
83340,83340,27.794,1.756,2335.8,8.037,9.736,148.82,123.11,2.133,0.0,9.167,9.083,66.475,44.156,49.125,46.254,39.582,0.589,2018-06-22 21:00:00
83400,83400,27.927,1.761,2337.4,7.992,9.697,148.79,123.16,2.031,0.0,9.184,9.113,66.619,44.105,49.109,46.242,39.512,0.597,2018-06-22 22:00:00
83460,83460,27.577,1.738,2335.6,8.037,9.72,148.82,123.42,2.008,0.0,9.191,9.111,66.873,44.129,49.098,46.305,39.664,0.604,2018-06-22 23:00:00
83520,83520,27.739,1.749,2331.6,8.074,9.737,148.77,123.19,2.055,0.0,9.146,9.064,66.827,44.113,49.043,46.25,39.578,0.601,2018-06-23 00:00:00
83580,83580,27.365,1.722,2335.6,8.209,9.744,148.73,123.27,2.086,0.0,9.156,9.071,66.863,44.207,49.086,46.25,39.66,0.623,2018-06-23 01:00:00
83640,83640,27.355,1.734,2332.0,8.269,9.733,148.77,123.37,1.977,0.0,9.179,9.081,66.543,44.113,49.109,46.238,39.684,0.616,2018-06-23 02:00:00
83700,83700,27.646,1.744,2333.2,8.034,9.721,148.82,123.11,2.078,0.0,9.148,9.058,67.146,44.195,49.133,46.266,39.586,0.562,2018-06-23 03:00:00
83760,83760,27.39,1.74,2332.2,7.929,9.737,148.77,123.47,1.992,0.0,9.142,9.063,66.896,44.199,49.125,46.223,39.687,0.624,2018-06-23 04:00:00
83820,83820,27.774,1.755,2333.8,8.189,9.708,148.87,123.32,2.172,0.0,9.134,9.054,66.967,44.195,49.121,46.309,39.57,0.608,2018-06-23 05:00:00
83880,83880,27.19,1.72,2335.8,8.204,9.706,148.85,123.21,1.969,0.0,9.16,9.076,66.918,44.199,49.121,46.254,39.676,0.609,2018-06-23 06:00:00
83940,83940,27.498,1.749,2333.6,7.979,9.722,148.79,123.32,2.047,0.0,9.158,9.073,67.162,44.129,49.125,46.316,39.664,0.6,2018-06-23 07:00:00
84000,84000,27.403,1.735,2332.0,8.116,9.733,148.77,123.45,2.117,0.0,9.151,9.064,66.728,44.207,49.133,46.242,39.676,0.6,2018-06-23 08:00:00
84060,84060,26.856,1.707,2335.8,8.164,9.73,148.93,123.34,2.031,0.0,9.163,9.082,66.808,44.199,49.113,46.254,39.742,0.609,2018-06-23 09:00:00
84120,84120,27.252,1.727,2331.8,7.959,9.719,148.74,123.03,2.109,0.0,9.183,9.1,67.084,44.195,49.113,46.238,39.664,0.618,2018-06-23 10:00:00
84180,84180,27.492,1.746,2337.8,8.169,9.711,148.85,123.3,1.891,0.0,9.175,9.1,66.284,44.117,49.133,46.254,39.582,0.593,2018-06-23 11:00:00
84240,84240,27.35,1.726,2333.8,8.292,9.713,148.79,123.41,2.008,0.0,9.151,9.061,66.668,44.219,49.113,46.289,39.691,0.606,2018-06-23 12:00:00
84300,84300,27.584,1.733,2336.2,8.323,9.706,148.84,123.24,2.172,0.0,9.21,9.113,66.641,44.195,49.133,46.324,39.66,0.605,2018-06-23 13:00:00
84360,84360,27.598,1.733,2339.2,8.069,9.73,148.77,123.37,2.055,0.0,9.147,9.065,66.658,44.199,49.109,46.32,39.664,0.608,2018-06-23 14:00:00
84420,84420,27.386,1.723,2338.4,8.439,9.728,148.69,123.27,2.008,0.0,9.189,9.104,66.458,44.195,49.133,46.324,39.742,0.595,2018-06-23 15:00:00
84480,84480,27.481,1.741,2337.6,8.426,9.714,148.84,123.37,2.086,0.0,9.156,9.073,66.641,44.199,49.18,46.305,39.676,0.603,2018-06-23 16:00:00
84540,84540,27.374,1.726,2337.6,8.404,9.73,148.82,123.39,2.156,0.0,9.183,9.106,66.591,44.207,49.187,46.309,39.75,0.613,2018-06-23 17:00:00
84600,84600,27.481,1.717,2335.6,8.522,9.717,148.88,123.08,2.172,0.0,9.152,9.06,66.953,44.211,49.207,46.316,39.738,0.606,2018-06-23 18:00:00
84660,84660,26.992,1.699,2337.4,8.223,9.711,148.88,123.42,2.023,0.0,9.182,9.106,66.582,44.223,49.207,46.297,39.828,0.595,2018-06-23 19:00:00
84720,84720,27.488,1.734,2333.8,8.621,9.716,148.79,123.37,2.102,0.0,9.144,9.063,66.761,44.234,49.215,46.309,39.75,0.6,2018-06-23 20:00:00
84780,84780,27.761,1.745,2336.0,8.192,9.722,148.75,123.27,2.078,0.095,9.178,9.083,66.541,44.207,49.207,46.297,39.742,0.599,2018-06-23 21:00:00
84840,84840,27.752,1.745,2337.6,8.449,9.703,148.77,123.06,2.109,0.0,9.177,9.09,66.62,44.285,49.215,46.398,39.73,0.593,2018-06-23 22:00:00
84900,84900,27.602,1.746,2335.4,8.453,9.709,148.92,123.19,2.141,0.0,9.141,9.052,66.888,44.223,49.215,46.387,39.809,0.597,2018-06-23 23:00:00
84960,84960,27.553,1.739,2335.8,8.454,9.711,148.85,123.19,2.164,0.0,9.194,9.119,66.735,44.199,49.223,46.387,39.742,0.618,2018-06-24 00:00:00
